"State","Credentials","Specialty","Opioid.Prescriber"
"CT","M.D.","Allergy/Immunology",0
"FL","M.D.","Hematology/Oncology",1
"VA","FNP","Nurse Practitioner",1
"UT","MD","Orthopedic Surgery",1
"GA","M.D.","Internal Medicine",0
"NY","DPM","Podiatry",0
"WV","MD","Emergency Medicine",1
"NV","DDS","Dentist",0
"MI","DPM","Podiatry",0
"CA","M.D.","Family Practice",1
"CA","MD","Obstetrics/Gynecology",0
"NH","ARNP","Nurse Practitioner",0
"TN","MD","Urology",1
"PR","M.D.","Internal Medicine",1
"SD","MD","Cardiology",0
"CA","FNP","Nurse Practitioner",1
"MI","DO","Family Practice",1
"TX","PA-C","Physician Assistant",0
"IL","MD","Internal Medicine",0
"NY","M.D.","Internal Medicine",1
"WI","MD","Physical Medicine and Rehabilitation",1
"CA","D.P.M.","Podiatry",1
"CT","M.D.","Student in an Organized Health Care Education/Training Program",0
"OH","PA-C, MPAS","Physician Assistant",1
"RI","MD","Family Practice",1
"CA","M.D.","Internal Medicine",1
"MO","DDS","Dentist",0
"TX","DO","Family Practice",1
"CO","M.D.","Pulmonary Disease",1
"FL","ARNP","Nurse Practitioner",0
"OK","DO","General Surgery",1
"TN","M.D","Family Practice",1
"TN","MD","Internal Medicine",1
"VA","MSN","Nurse Practitioner",1
"MO","M.D.","Internal Medicine",1
"MI","M.D","Psychiatry",0
"GA","MD","Emergency Medicine",1
"WA","DPM","Podiatry",1
"IN","M.D.","Obstetrics/Gynecology",0
"TX","MD","Critical Care (Intensivists)",0
"VA","NP","Nurse Practitioner",1
"CA","MD","Emergency Medicine",1
"TX","M.D.","Orthopedic Surgery",1
"TX","DDS","Dentist",1
"CA","M.D.","Cardiology",1
"FL","MD","Cardiology",1
"MI","M.D","General Surgery",1
"OR","M.D.","Rheumatology",1
"WA","PA-C","Physician Assistant",1
"CT","APRN","Nurse Practitioner",1
"MA","MD","Cardiology",0
"CT","MD","Student in an Organized Health Care Education/Training Program",1
"TX","DDS","Dentist",1
"AZ","M.D.","Cardiology",0
"PA","","Internal Medicine",0
"TX","M.D.","Neuropsychiatry",0
"MI","NP","Nurse Practitioner",1
"OH","M.D.","Emergency Medicine",1
"AL","RN, CRNP","Nurse Practitioner",0
"PA","MD","Internal Medicine",1
"MI","M.D.","Medical Oncology",1
"WI","MD","Internal Medicine",1
"NC","M.D.","Internal Medicine",1
"CT","M.D.","Cardiology",0
"NJ","DMD","Dentist",0
"SD","PA-C","Physician Assistant",0
"NY","D.D.S.","Dentist",0
"WI","DDS","Dentist",0
"MO","RN-C, FNP","Nurse Practitioner",1
"NM","CNP","Nurse Practitioner",1
"CA","DPM","Podiatry",1
"AL","DMD PC","Dentist",0
"VA","M.D.","Ophthalmology",1
"PR","MD","Psychiatry",0
"IN","N.P.","Nurse Practitioner",1
"WV","PA-C","Physician Assistant",1
"OH","MD","Family Practice",1
"CA","M.D.","Family Practice",1
"LA","P.A.","Physician Assistant",0
"FL","MD","Gastroenterology",0
"NC","DO","Neurology",1
"FL","M.D.","Internal Medicine",1
"CA","M.D.","Rheumatology",1
"WA","PA-C","Physician Assistant",1
"GA","PA-C","Physician Assistant",1
"CA","MD","Obstetrics/Gynecology",0
"IN","OD","Optometry",0
"OH","MD","Endocrinology",1
"KS","M.D.","Family Practice",1
"TX","M.D.","Obstetrics/Gynecology",1
"AL","M.D.","Orthopedic Surgery",1
"WA","NP","Nurse Practitioner",0
"AZ","FNP","Nurse Practitioner",1
"IN","MD","Ophthalmology",1
"CT","DDS","Dentist",1
"TN","M.D.","General Surgery",1
"TN","R.N.","Registered Nurse",0
"AZ","","Dentist",1
"NY","MD","Neuropsychiatry",0
"PA","MD","Emergency Medicine",1
"MI","M.D.","General Surgery",1
"MA","M.D.","Internal Medicine",0
"LA","M.D.","Internal Medicine",1
"CA","M.D.","Internal Medicine",1
"NY","D.N.P.","Nurse Practitioner",1
"FL","D.M.D.","Dentist",1
"TX","D.D.S.","Dentist",1
"NY","M.D.","General Surgery",1
"KY","DMD","Dentist",1
"NC","NP","Nurse Practitioner",1
"CA","MD","Obstetrics/Gynecology",1
"TX","M.D.","Cardiology",1
"KY","FNP","Nurse Practitioner",0
"AZ","MD","Orthopedic Surgery",1
"MA","M.D.","Geriatric Medicine",0
"MI","MD","Orthopedic Surgery",1
"IN","M.D.","Cardiology",0
"NY","MD","Internal Medicine",1
"MI","D.O.","Family Practice",1
"VA","FNP, ARNP","Nurse Practitioner",0
"OK","M.D.","Family Practice",1
"AZ","MD","Gastroenterology",0
"WI","PA-C","Physician Assistant",0
"AL","MD","Infectious Disease",1
"KY","M.D.","Orthopedic Surgery",1
"AZ","MD","Internal Medicine",1
"IL","M.D.","Student in an Organized Health Care Education/Training Program",1
"IL","MD","Cardiology",0
"PA","M.D.","Family Practice",1
"TN","NP","Nurse Practitioner",1
"FL","M.D.","General Practice",1
"NY","MD","Dermatology",0
"TX","DDS","Dentist",1
"TX","NP","Nurse Practitioner",1
"NY","MD","Vascular Surgery",1
"WI","D.D.S.","Dentist",0
"FL","M.D.","General Surgery",1
"KS","MD","Internal Medicine",1
"NY","MD","Internal Medicine",1
"OH","CNP","Nurse Practitioner",1
"NY","MD","Otolaryngology",0
"WI","PA","Physician Assistant",1
"FL","M.D.","Internal Medicine",1
"PA","MD","Psychiatry",1
"WA","MD","Gastroenterology",0
"NC","MD","Pediatric Medicine",0
"CO","M.D.","Family Practice",1
"NY","O.D.","Optometry",0
"TN","FNP","Nurse Practitioner",1
"MA","MD","Internal Medicine",1
"CA","M.D.","Internal Medicine",0
"CA","M.D.","Neurology",1
"VA","D.D.S.","Dentist",0
"WI","MD","Emergency Medicine",1
"IL","M.D.","Internal Medicine",1
"NC","M.D.","Internal Medicine",1
"PA","D.P.M.","Podiatry",0
"AR","APN","Nurse Practitioner",1
"FL","M.D.","Clinic/Center",1
"MA","MD","Internal Medicine",1
"TX","MD","Urology",1
"MI","DO","General Surgery",1
"SD","DPM`","Podiatry",0
"IN","MD","Otolaryngology",1
"AL","PA","Physician Assistant",1
"IN","M.D.","Anesthesiology",0
"AR","O.D.","Optometry",0
"MD","M.D.","Emergency Medicine",1
"CA","MFTI","Nurse Practitioner",1
"SC","MD","General Surgery",1
"MT","DDS","Dentist",1
"CA","MD","Internal Medicine",0
"NC","M.D.","Family Practice",1
"NY","DDS","Dentist",0
"MS","M.D.","Emergency Medicine",1
"NE","MD","Family Practice",1
"GA","M.D.","Cardiac Surgery",1
"NC","MD","Family Practice",1
"NC","M.D.","Cardiology",0
"TX","M.D.","Pulmonary Disease",0
"LA","M.D.","Internal Medicine",0
"TN","FNP","Nurse Practitioner",1
"MI","PAC","Physician Assistant",1
"NY","MD","Psychiatry & Neurology",1
"WA","","Nurse Practitioner",0
"AL","M.D.","Family Practice",1
"TX","M.D.","Critical Care (Intensivists)",0
"IN","MD","Orthopedic Surgery",1
"CT","APRN","Nurse Practitioner",1
"NY","D.D.S.","Dentist",0
"MA","M.D., PH.D.","Gastroenterology",0
"MN","D.D.S.","Dentist",0
"SC","M.D.","Vascular Surgery",1
"AL","DMD","Dentist",0
"IA","D.D.S.","Dentist",0
"IL","M.D.","Family Practice",1
"PA","PA-C","Physician Assistant",1
"FL","M.D.","Neurosurgery",0
"TX","M.D.","Internal Medicine",0
"VT","MD","Family Practice",1
"WA","D.M.D.","Oral Surgery (dentists only)",1
"MD","M.D.","Neuropsychiatry",0
"NY","MD","Family Medicine",0
"OK","D.O.","Family Practice",1
"UT","D.D.S.","Dentist",0
"SC","D.M.D.","Dentist",1
"FL","ARNP","Nurse Practitioner",0
"MN","M.D.","Family Practice",1
"MN","MD","Psychiatry",0
"FL","MD","Internal Medicine",1
"MN","DO","Family Practice",1
"NJ","MD","Emergency Medicine",1
"OK","MD","Family Practice",1
"OH","D.O.","Neurology",0
"MA","M.D.","Internal Medicine",1
"WI","MD","Family Practice",1
"NY","","Internal Medicine",1
"MI","M.D.","Hand Surgery",1
"GA","M.D.","Internal Medicine",1
"KY","APRN","Nurse Practitioner",1
"TX","M.D.","Student in an Organized Health Care Education/Training Program",0
"TX","M.D.","Cardiology",0
"IN","DDS","Dentist",0
"TX","DO","Otolaryngology",1
"ME","FNP","Nurse Practitioner",0
"WV","MD","Obstetrics/Gynecology",1
"IL","M.D.","Emergency Medicine",1
"UT","M.D.","Orthopedic Surgery",1
"CA","M.D.","Otolaryngology",1
"TX","MD","Family Practice",1
"TN","","Nurse Practitioner",0
"MI","D.O.","Internal Medicine",1
"SC","M.D.","General Surgery",1
"CT","M.D.","Hematology/Oncology",1
"PA","M.D.","Diagnostic Radiology",0
"OH","MD","Internal Medicine",1
"NV","M.D.","Internal Medicine",0
"VA","OD","Optometry",0
"MS","M.D.","Obstetrics/Gynecology",0
"CO","APRN","Nurse Practitioner",1
"NJ","PA","General Practice",0
"CA","MD","Internal Medicine",1
"AZ","MD","Internal Medicine",1
"CA","MD","Otolaryngology",1
"TX","D.O.","Nephrology",1
"MD","MD","Interventional Pain Management",1
"NY","RPA-C","Physician Assistant",1
"CA","M.D.","Cardiology",0
"FL","M.D.","Specialist",0
"NV","M.D.","Physical Medicine and Rehabilitation",1
"NY","M.D.","Infectious Disease",0
"WA","M.D.","Family Practice",1
"TX","PA-C","Physician Assistant",0
"ID","PA-C","Physician Assistant",1
"WI","O.D.","Optometry",0
"IN","DDS","Dentist",0
"AZ","D.O.","Internal Medicine",0
"AZ","NP","Nurse Practitioner",1
"DE","M.D.","Allergy/Immunology",0
"KY","M.D.","Neurological Surgery",0
"AL","M.D.","Cardiology",0
"MO","O.D.","Optometry",0
"CO","M.D.","Family Practice",1
"MI","M.D.","Internal Medicine",1
"DE","PA-C","Physician Assistant",1
"CA","PA","Physician Assistant",1
"FL","M.D.","Psychiatry & Neurology",0
"OR","PHD PAC","Physician Assistant",0
"CO","RN","Nurse Practitioner",0
"VA","APRN-BC, CFNP","Nurse Practitioner",1
"PA","M.D., PH.D.","Cardiology",0
"WI","MD","Family Practice",1
"SC","MD","General Surgery",1
"CA","DMD","Dentist",0
"GA","M.D.","Anesthesiology",1
"SC","MD","Colorectal Surgery (formerly proctology)",1
"NE","DMD","Dentist",1
"MI","MD","Emergency Medicine",1
"WA","ND","Naturopath",0
"NE","D.D.S.","Dentist",0
"TX","","Student in an Organized Health Care Education/Training Program",0
"MO","M.D.","Family Practice",1
"CA","M.D.","Endocrinology",1
"NV","D.D.S.","Dentist",1
"TX","M.D.","Orthopedic Surgery",1
"MI","M.D","Internal Medicine",1
"MA","MD","Internal Medicine",1
"NY","D.O.","Internal Medicine",1
"OK","MD","Gastroenterology",0
"NY","M.D.","Vascular Surgery",1
"MO","M.D.","Interventional Pain Management",1
"IA","D.O.","General Surgery",1
"TN","DDS, MS","Dentist",1
"WA","ARNP","Nurse Practitioner",0
"MD","M.D.","Family Practice",1
"KY","D.M.D.","Dentist",0
"MS","CFNP","Nurse Practitioner",1
"PA","M.D.","Emergency Medicine",1
"VA","FNP","Nurse Practitioner",0
"TX","MD","Medical Oncology",1
"TX","M.D.","Ophthalmology",0
"NY","M.D.","Allergy/Immunology",1
"WI","M.D.","Internal Medicine",1
"NY","M.D.","Internal Medicine",1
"MI","M.D.","Internal Medicine",1
"UT","PA-C","Physician Assistant",0
"LA","M.D.","Otolaryngology",1
"NY","D.M.D.","Dentist",1
"PA","MD","Family Practice",1
"AZ","MD","Infectious Disease",0
"MS","D.M.D., P.A","Dentist",1
"FL","D.M.D","Dentist",1
"IL","MD","Psychiatry",0
"GA","MD","Internal Medicine",1
"WI","PA","Physician Assistant",1
"TX","M.D.","Critical Care (Intensivists)",0
"NY","MD","Psychiatry",0
"CA","N.D.","Naturopath",0
"NJ","MD","Student in an Organized Health Care Education/Training Program",0
"NJ","M.D.","Psychiatry",0
"FL","ARNP","Nurse Practitioner",0
"IN","M.D.","Hematology/Oncology",1
"FL","ARNP","Nurse Practitioner",0
"MO","DDS","Dentist",0
"IN","M.D.","Internal Medicine",1
"IN","M.D.","Family Practice",1
"MS","M.D.","Obstetrics/Gynecology",0
"CT","MD","Gastroenterology",0
"NJ","D.O.","Family Practice",1
"OH","D.D.S.","Dentist",0
"OH","M.D.","Psychiatry",0
"MI","M.D.","Family Practice",1
"NY","DDS","Oral Surgery (dentists only)",1
"NM","M.D.","Family Practice",1
"OK","MD","Pulmonary Disease",0
"CT","D.D.S","Dentist",0
"KS","MD","General Surgery",1
"CA","D.P.M.","Podiatry",1
"PR","","Internal Medicine",1
"NC","DDS","Dentist",1
"GA","MD","Family Practice",1
"OR","D.M.D.","Dentist",0
"NC","DDS","Dentist",0
"ID","DDS","Dentist",1
"OH","D.M.D., M.S.","Dentist",1
"NY","N.P.","Nurse Practitioner",1
"NY","DO","Student in an Organized Health Care Education/Training Program",0
"CO","DO","Physical Medicine and Rehabilitation",1
"MA","M.D.","Preventive Medicine",1
"TX","M.D","Cardiology",0
"UT","M.D.","Ophthalmology",0
"MA","MD","Family Practice",1
"TX","MD","Emergency Medicine",1
"NY","MD","Urology",0
"IA","MD","Internal Medicine",1
"CA","M.D.","Nephrology",0
"AL","CRNP","Nurse Practitioner",1
"ID","D.D.S.","Dentist",1
"PR","M.D.","Psychiatry",1
"IN","M.D.","Family Practice",1
"IL","MD, FACC","Cardiology",0
"TN","DPM","Podiatry",1
"VA","MD","Family Practice",1
"MA","","Dermatology",0
"OK","M.D,","Dermatology",1
"PA","MD","Internal Medicine",1
"MI","DDS","Dentist",0
"MO","D.D.S.","Dentist",1
"NY","M.D.","Endocrinology",0
"MN","M.D.","Family Practice",1
"NY","FNP","Nurse Practitioner",0
"WI","MD","Cardiology",1
"GA","","Emergency Medicine",1
"WV","MD","Cardiology",1
"CA","PA-C","Physician Assistant",1
"WA","PAC","Physician Assistant",1
"MN","PA-C","Physician Assistant",1
"PA","M.D.","Internal Medicine",0
"NJ","MD","Cardiology",0
"AL","MD","Family Practice",1
"SC","P.A.C.","Physician Assistant",1
"MD","M.D.","Otolaryngology",1
"AL","M.D.","Internal Medicine",1
"NC","M.D.","Obstetrics/Gynecology",0
"NY","NP","Registered Nurse",1
"PA","MD","Rheumatology",1
"WY","D.D.S.","Dentist",0
"AZ","MD","Ophthalmology",0
"GA","MD","Internal Medicine",0
"PA","D.O.","Emergency Medicine",1
"PA","CRNP","Nurse Practitioner",1
"AR","M.D.","Orthopedic Surgery",1
"TX","D.D.S.","Dentist",0
"FL","M.D.","Ophthalmology",0
"IL","PA-C","Physician Assistant",1
"PR","MD","Internal Medicine",1
"KY","MD","General Surgery",1
"CA","DDS","Dentist",0
"LA","APRN, NP","Nurse Practitioner",0
"WA","M.D.","Family Practice",1
"CA","MD","Psychiatry",0
"MO","M.D.","Medical Oncology",1
"OK","RPAC","Physician Assistant",1
"TN","M.D.","Rheumatology",1
"OR","MPAS, PA-C","Physician Assistant",1
"CA","M.D.","Cardiology",1
"TX","D.O.","Family Practice",1
"AR","MD","Internal Medicine",1
"NH","O.D.","Optometry",0
"CA","M.D.","Emergency Medicine",1
"KY","MD","Family Practice",1
"AK","D.O.","Family Practice",1
"TX","M.D.","Internal Medicine",1
"CO","P.A.-C","Physician Assistant",1
"OR","DO","Family Practice",1
"NY","M.D","Student in an Organized Health Care Education/Training Program",0
"NY","D.O.","Obstetrics/Gynecology",0
"PA","D.O.","Family Practice",1
"TX","MD","Internal Medicine",1
"TX","MD","Psychiatry & Neurology",0
"NY","MD","Internal Medicine",1
"NC","MD","Medical Oncology",1
"CA","M.D.","Internal Medicine",0
"IL","MD","Hematology/Oncology",1
"GA","PA-C","Physician Assistant",1
"NY","MD","Urology",1
"IA","MD","General Surgery",1
"IL","DPM","Podiatry",0
"NY","MD","Psychiatry",0
"FL","M.D.","Internal Medicine",1
"TX","M.D.","Family Practice",1
"TX","PA-C","Physician Assistant",0
"OK","MD","Internal Medicine",0
"NJ","PA-C","Specialist",0
"MN","OD","Optometry",0
"FL","M.D.","Neurology",1
"MO","M.D.","Urology",1
"MA","MD PHD","Rheumatology",0
"PA","OD","Optometry",0
"TX","DDS","Dentist",0
"NC","M.D.","Student in an Organized Health Care Education/Training Program",0
"TX","M.D.","Nephrology",1
"MA","MD","Urology",1
"CA","MD","Internal Medicine",1
"NY","MD","Internal Medicine",1
"MI","MD","Internal Medicine",1
"PA","M.D.","Internal Medicine",0
"GA","M.D.","Family Practice",1
"TX","MS, PA-C","Physician Assistant",0
"FL","M.D.","Obstetrics/Gynecology",0
"KS","MD","Cardiology",0
"NJ","M.D.","Cardiology",0
"NC","MD","Urology",1
"WA","MD","Family Practice",1
"PA","M.D.","Internal Medicine",0
"CA","MD","Internal Medicine",1
"MI","MB, BCH","Urology",0
"IL","MD","Psychiatry & Neurology",0
"NY","DC","Chiropractic",0
"NJ","MD","Gastroenterology",0
"NC","D.O.","Psychiatry",0
"CT","APRN","Nurse Practitioner",1
"LA","MD","Emergency Medicine",1
"WI","DPM","Podiatry",1
"VA","M.D.","Family Practice",0
"MN","","Internal Medicine",1
"MD","M.D.","Cardiology",0
"CA","O.D.","Optometry",0
"AZ","M.D.","Internal Medicine",1
"TN","","Student in an Organized Health Care Education/Training Program",0
"PA","DO","Family Practice",1
"IL","D.D.S.","Dentist",0
"TX","O.D.","Optometry",0
"WI","PA","Physician Assistant",0
"WV","D.O.","Emergency Medicine",1
"FL","ARNP","Nurse Practitioner",1
"CA","M.D., M.B.A.","Internal Medicine",0
"CT","APRN,PMHNP-BC","Nurse Practitioner",0
"WA","ARNP","Nurse Practitioner",1
"CA","MD","Urology",0
"PR","DMD","Dentist",0
"FL","ARNP","Nurse Practitioner",1
"TX","M.D.","Family Practice",0
"NE","M.D.","Allergy/Immunology",0
"SD","MD","Urology",1
"IA","PA-C","Physician Assistant",0
"WI","NP","Nurse Practitioner",1
"WA","D.O.","Family Practice",1
"AR","DDS","Dentist",1
"IL","D.O.","Family Practice",1
"SC","M.D.","Internal Medicine",1
"FL","DMD","Dentist",1
"IA","M.D.","Family Practice",1
"PA","D.D.S","Oral Surgery (dentists only)",1
"CA","FNP","Nurse Practitioner",0
"NC","M.D.","General Surgery",1
"CA","MD","Internal Medicine",1
"OH","D.D.S.","Dentist",1
"PA","MD","Internal Medicine",0
"WI","MD","Cardiology",0
"PR","M.D.","General Practice",0
"TX","P.A.","Physician Assistant",1
"IN","M.D.","General Surgery",1
"WA","MD","Student in an Organized Health Care Education/Training Program",1
"FL","M.D., PHD","Radiation Oncology",0
"AL","O.D.","Optometry",0
"VA","D.D.S.","Dentist",0
"MD","P.A.-C","Physician Assistant",1
"IL","MD","Hematology/Oncology",1
"IL","PA","Physician Assistant",1
"CA","DDS","Dentist",1
"TN","FNP","Nurse Practitioner",1
"IL","MD","Family Practice",1
"TX","PA","Physician Assistant",0
"FL","M.D.","Pulmonary Disease",0
"OK","M.D.","Thoracic Surgery",1
"WI","MD","General Surgery",1
"TX","PA-C","Physician Assistant",0
"OK","M.D.","Anesthesiology",1
"SC","FNP","Nurse Practitioner",0
"NY","MD","Internal Medicine",0
"SC","DMD","Dentist",1
"IL","M.D.","Student in an Organized Health Care Education/Training Program",0
"FL","M.D.","Dermatology",0
"GA","OD","Optometry",0
"NY","MD","Internal Medicine",1
"NY","MD","Pediatric Medicine",0
"ME","D.O.","Family Practice",1
"OH","M.D.","Emergency Medicine",1
"PA","DO","Family Practice",1
"MO","M.D., P.T., A.T.,C.","Orthopaedic Surgery",1
"KY","O.D.","Optometry",0
"MI","M.D.","Cardiology",0
"CA","M.D.","Family Practice",1
"IL","MD","Internal Medicine",1
"CA","MD","Internal Medicine",0
"MD","MD","Dermatology",1
"CA","PA-C","Physician Assistant",1
"NY","M.D.","Student in an Organized Health Care Education/Training Program",0
"WI","","Pulmonary Disease",0
"CA","M.D.","Orthopedic Surgery",1
"TX","DO","Internal Medicine",1
"MA","MD","Internal Medicine",1
"CO","D.D.S.","Maxillofacial Surgery",1
"TN","FNP-BC","Nurse Practitioner",1
"KY","MD","Obstetrics/Gynecology",0
"CA","NP","Nurse Practitioner",0
"WI","M.D","Internal Medicine",1
"CA","MD","Internal Medicine",1
"MI","MD","Internal Medicine",1
"MA","MD","Pulmonary Disease",0
"FL","DPM","Podiatry",1
"TN","O.D.","Optometry",0
"KY","M.D.","Family Practice",0
"FL","ARNP","Nurse Practitioner",1
"AL","CRNP","Nurse Practitioner",0
"PR","MD","General Practice",1
"MD","CRNP-PMH","Nurse Practitioner",0
"MT","MD","Family Practice",1
"UT","","Physician Assistant",1
"IN","CFNP","Nurse Practitioner",1
"WA","MD","Student in an Organized Health Care Education/Training Program",1
"MD","M.D.","Pulmonary Disease",0
"RI","M.D.","Internal Medicine",1
"PR","M.D.","General Practice",1
"CA","MD","Cardiology",1
"WI","M.D.","Family Practice",1
"NC","MD","Internal Medicine",1
"FL","M.D.","Internal Medicine",0
"NY","DDS, MS","Dentist",0
"PA","CRNP","Nurse Practitioner",1
"PA","PAC","Physician Assistant",1
"AK","MD","Family Practice",0
"CA","D.O.","Family Practice",1
"OH","D.D.S.","Dentist",1
"NY","M.D.","Internal Medicine",0
"TX","D.O.","General Surgery",1
"MN","MD","Emergency Medicine",1
"VA","FNP","Nurse Practitioner",1
"MI","MD","Psychiatry",0
"IL","DPM","Podiatry",1
"NY","M.D.","Orthopedic Surgery",1
"NJ","M.D.","Neurology",1
"IL","DDS","Dentist",0
"CA","DDS, MS","Oral Surgery (dentists only)",1
"CA","M.D.","Family Practice",1
"NY","M.D.","Ophthalmology",0
"VA","MD, FACP","Internal Medicine",1
"NY","D. P. M.","Podiatry",0
"PA","DMD","Dentist",0
"TX","MD","Otolaryngology",0
"NC","MD","Neurology",1
"CA","P.A","Physician Assistant",0
"CA","FNP","Nurse Practitioner",0
"CO","MD","Medical Oncology",1
"CA","M.D.","Psychiatry",0
"PA","M.D.","Cardiology",0
"MI","PA-C","Physician Assistant",1
"NY","M.D.","Family Practice",1
"NY","MD","Internal Medicine",1
"TN","M.D","Multispecialty Clinic/Group Practice",1
"NJ","DDS","Dentist",0
"CA","PHARM. D","Pharmacist",1
"NY","DPM","Podiatry",0
"OH","M.D.","Family Practice",1
"FL","CNM","Nurse Practitioner",0
"WA","DDS","Dentist",0
"NY","DPM","Podiatry",0
"CT","M.D.","Internal Medicine",1
"AZ","MD","Internal Medicine",1
"NC","NP","Nurse Practitioner",0
"OH","M.D., M.S.","Gastroenterology",0
"MA","M.D.","Emergency Medicine",1
"MN","MD","Family Practice",1
"FL","ARNP","Nurse Practitioner",0
"WV","FNP-C","Nurse Practitioner",1
"CA","NP","Nurse Practitioner",0
"PA","DO","Physical Medicine and Rehabilitation",1
"AZ","MD","Endocrinology",0
"IN","MD","Medical Oncology",1
"VA","M.D.","Family Practice",1
"TX","DDS","Dentist",1
"MO","M.D.","Internal Medicine",1
"NY","M.D.","Neurology",1
"CA","M.D.","Internal Medicine",1
"IL","MD","Family Practice",1
"MN","MD","Family Practice",1
"TX","MD","Psychiatry",0
"OH","MD","Family Practice",1
